item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S05ETS1.2H24,NA,5,S05ETS1.2,"H - Here is a tree. (Point to prompt.) Which tool will help cut down the tree: A, B, or C?",Which tool will help cut down the tree?,A,B,C,b,Tree1.ai,Football1.ai,Saw.ai,Hammer1.ai,Plants_Outdoors/Sports/Tools,prompt  + graphic,graphic + letter,graphic + letter,graphic + letter,Science_G5_S05ETS1.2H24_intro.mp4,Science_G5_S05ETS1.2H24_stem.mp4,Science_G5_S05ETS1.2H24_a.mp4,Science_G5_S05ETS1.2H24_b.mp4,Science_G5_S05ETS1.2H24_c.mp4,FT,NA,NA,OI,NA,-0.48,NA,NA,-0.4753
S05ETS1.2H30,ETS - FT,5,S05ETS1.2,"H - Ed is going fishing. (Point to prompt.) Which tool can help catch fish: tire pump, spoon, or fishing pole?",Ed is going fishing. Which tool can help catch fish?,tire pump,spoon,fishing pole,c,Boy13.ai,Pump.ai,Spoon3.ai,Fishing1.ai,People/Tools/Household Objects/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2H31,NA,5,S05ETS1.2,"H - Cindy is making a cake. (Point to prompt.) Which tool should Cindy use to help make the cake: mixer, wrench, or flashlight?",Cindy is making a cake. Which tool should Cindy use to help make the cake?,mixer,wrench,flashlight,a,Girl_Cereal.ai,Mixer.ai,Wrench2.ai,Flashlight2.ai,People/Tools/Misc.,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05ETS1.2H31_intro.mp3,Science_G5_S05ETS1.2H31_stem.mp3,Science_G5_S05ETS1.2H31_a.mp3,Science_G5_S05ETS1.2H31_b.mp3,Science_G5_S05ETS1.2H31_c.mp3,FT,NA,OI,OI,NA,-0.67,NA,-0.45,-0.45
S05ETS1.2H32,ETS - OI,5,S05ETS1.2,"H - Lucy has a broken window. (Point to picture of girl in prompt.) Which tool should Lucy use to measure the window: screwdriver, ruler, or microwave?",Lucy has a broken window. Which tool should Lucy use to measure the window?,screwdriver,ruler,microwave,b,Girl_Broken_Window.ai,Screw_Driver.ai,Ruler.ai,Microwave1.ai,People/Tools/Classroom/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.53,0.53,NA,NA
S05ETS1.2H7,ETS - FT,5,S05ETS1.2,"H - This car has a flat tire. (Point to flat tire on car.) Which would help fix the flat tire: hammer and nail, jack and new tire, or saw and wood?",This car has a flat tire. Which would help fix the flat tire?,hammer and nail,jack and new tire,saw and wood,b,Car18.ai,Hammer_Nail.ai,Jack_Tire.ai,Saw_Wood.ai,Transportation/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.05,NA,NA
S05ETS1.2H8,NA,5,S05ETS1.2,"H - Here is a nail is sticking out of the floor. (Point to picture of nail.) Which tool should you use: saw, ruler, or hammer?",Here is a nail is sticking out of the floor. Which tool should you use?,saw,ruler,hammer,c,Nail_Wood1.ai,Saw.ai,Ruler.ai,Hammer1.ai,Tools/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.75,NA
S05ETS1.2L1,ETS - OI,5,S05ETS1.2,"L - Here is some spilled water. (Point to spilled cup of water.) What would help you clean up the water: a bird, a towel, or a ball?",What would help you clean up the water?,bird,towel,ball,b,Water23.ai,Bird1.ai,Towel1.ai,Ball_Stars1.ai,Food/Animals/Household Objects/Misc.,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05ETS1.2L1_intro.mp3,Science_G5_S05ETS1.2L1_stem.mp3,Science_G5_S05ETS1.2L1_a.mp3,Science_G5_S05ETS1.2L1_b.mp3,Science_G5_S05ETS1.2L1_c.mp3,FT,OI,OI,OI,NA,-1.37,-1.37,-1.37,-1.37
S05ETS1.2L10,NA,5,S05ETS1.2,"L - Here is a carton of milk. (Point to prompt.) Which helps you drink the milk: fork, smartphone, or cup?",Which helps you drink the milk?,fork,smartphone,cup,c,Milk2.ai,Fork2.ai,Phone2.ai,Cup4.ai,Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2L17,NA,5,S05ETS1.2,"L - Here is a plate of spaghetti. (Point to prompt.) Which helps you eat: fork, baseball, or car?",Which helps you eat?,fork,baseball,car,a,Spaghetti.ai,Fork2.ai,Baseball1.ai,Car2.ai,Food/Household Objects/Sports/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2L18,NA,5,S05ETS1.2,"L - Here is a warm drink. (Point to prompt.) Which will help you make the drink cold: fork, baseball, or ice?",Here is a warm drink. Which will help you make the drink cold?,fork,baseball,ice,c,Tea.ai,Fork2.ai,Baseball1.ai,Ice_Cube1.ai,Food/Household Objects/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2L19,NA,5,S05ETS1.2,"L - Here is a bowl of cereal. (Point to prompt.) Which will help you eat cereal: basketball, spoon, or car?",Which will help you eat cereal?,basketball,spoon,car,b,Cereal2.ai,Basketball1.ai,Spoon3.ai,Car2.ai,Food/Sports/Household Objects/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2L2,NA,5,S05ETS1.2,"L - Here are three pictures. (Point to answer choices.) How do you stay warm when it's cold outside: wear a coat, ride a bike, or take off your shoes?",How do you stay warm when it's cold outside?,wear a coat,ride a bike,take off shoes,a,NA,Girl_Snow.ai,Boy_Bicycle5.ai,Girl_Snow2.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,NA,NA,NA
S05ETS1.2L25,NA,5,S05ETS1.2,"L - Tom is eating. (Point to prompt.) Which could help Tom eat: spoon, pencil, or backpack?",Which could help Tom eat?,spoon,pencil,backpack,a,Boy_Eating8.ai,Spoon3.ai,Pencil1.ai,Backpack.ai,People/Household Objects/Classroom/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2L26,NA,5,S05ETS1.2,"L - This is Susie. (Point to girl in prompt.) Which could help her walk in the snow: sandals, boots, or mug?",Which could help her walk in the snow?,sandals,boots,mug,b,Girl34.ai,Flip_Flops.ai,Shoe4.ai,Mug2.ai,People/Clothing/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.67,NA,NA,NA
S05ETS1.2L3,NA,5,S05ETS1.2,"L -  Here are three pictures. (Point to answer choices.) Which will help you eat soup: A, B, or C?",Which will help you eat soup?,A,B,C,c,Soup4.ai,Book1.ai,Socks1.ai,Spoon1.ai,Food/Classroom/Clothing/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2L9,NA,5,S05ETS1.2,"L - Here is a bowl of soup. (Point to prompt.) Which helps you eat the soup: spoon, telephone, or laptop?",Which helps you eat the soup?,spoon,telephone,laptop,a,Soup4.ai,Spoon3.ai,Phone2.ai,Laptop1.ai,Food/Household Objects/,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2M11,NA,5,S05ETS1.2,"M - This person is too short to reach the box. (Point to prompt.) What is the best way to get the box: stepstool, ball, or rope?",This person is too short to reach the box. What is the best way to get the box.,stepstool,baseball,rope,a,Girl_Book_Shelf2.ai,Stool1.ai,Baseball1.ai,Rope1.ai,People/Household Objects/Sports/Misc.,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05ETS1.2M11_intro.mp3,Science_G5_S05ETS1.2M11_stem.mp3,Science_G5_S05ETS1.2M11_a.mp3,Science_G5_S05ETS1.2M11_b.mp3,Science_G5_S05ETS1.2M11_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.1371
S05ETS1.2M12,NA,5,S05ETS1.2,"M - Beth has a flat bike tire. (Point to prompt.) What would fix the tire: a cooking pot, stepstool, or bike pump.",Beth has a flat bike tire. What would fix the bike tire?,cooking pot,step stool,air pump,c,Girl_Bicycle6.ai,Soup_Pot.ai,Stool1.ai,Pump.ai,People/Food/Household Objects/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S05ETS1.2M13,NA,5,S05ETS1.2,"M - This girl needs to open a locked door. (Point to prompt.) What could she use to open the door: book, key, or earring?",This girl needs to open a locked door. What could she use to open the door?,book,key,earring,b,Girl_Door.ai,Book1.ai,Key1.ai,Ear_Ring.ai,People/Classroom/Household Objects/Clothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.44,NA,NA,NA
S05ETS1.2M20,NA,5,S05ETS1.2,"M - Here is a nail and a board. (Point to prompt.) Which tool will put the nail in the board: hammer, basketball, or rope?",Here is a nail and a board. Which tool will put the nail into the board?,hammer,ruler,rope,a,Nail_Wood2.ai,Hammer1.ai,Ruler1.ai,Rope1.ai,Tools/Measurement/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.56,NA,NA,NA
S05ETS1.2M21,NA,5,S05ETS1.2,"M - Here is a screw and a wall. (Point to prompt.) Which tool will put the screw in the wall: ruler, screwdriver, or hand lens?",Here is a screw and a wall. Which tool will put the screw in the wall?,ruler,screwdriver,hand lens,b,Nail_Wood5.ai,Ruler1.ai,Screw_Driver.ai,Mangnifying_Glass.ai,Tools/Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1,NA,NA,NA
S05ETS1.2M22,NA,5,S05ETS1.2,"M - This girl is outside in the cold. (Point to prompt.) Which will help her stay warm: sandals, sunglasses, or a coat?",Which will help her stay warm?,sandals,sunglasses,coat,c,Girl_Snow3.ai,Flip_Flops.ai,Sunglasses.ai,Jacket1.ai,People/Clothing/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2M27,NA,5,S05ETS1.2,"M - Tom's bike tire is flat. (Point to prompt.)  Which shows Tom solving his problem: A, B, or C?",Tom's bike tire is flat. Which shows Tom solving his problem?,A,B,C,c,Boy_Bicycle6.ai,Boy_Eating1.ai,Boy_Basketball4.ai,Boy_Bicycle_Pump.ai,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.89,NA,NA,NA
S05ETS1.2M28,NA,5,S05ETS1.2,"M - This tomato plant is wilting. (Point to prompt.) Which would help the tomato plant:  watering, swimming, or reading?",This tomato plant is wilting. Which can help the tomato plant?,watering,swimming,reading,a,Tomato_Plant_Boy.ai,Tomato_Plant_Boy2.ai,Boy_Water.ai,Boy_Reading.ai,Plants_Outdoors/People,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2M29,NA,5,S05ETS1.2,"M - Here is an unhealthy plant. (Point to answer choices.) Which tools helps you save the plant: A, B, or C?",Here is an unhealthy plant. Which tool helps you to save the plant?,A,B,C,b,Flower6.ai,Ruler1.ai,Watering_Can1.ai,Wrench2.ai,Plants_Outdoors/Measurement/Household Objects/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.66,NA,NA,NA
S05ETS1.2M4,NA,5,S05ETS1.2,"M - Here is a nail and wall. (Point to student materials.) Which tool helps you hit the nail: tree, hammer, or ruler?",Here is a nail and wall. Which tool helps you hit the nail?,tree,hammer,ruler,b,Nail_Wood3.ai,Tree1.ai,Hammer1.ai,Ruler1.ai,Tools/Plants_Outdoors/Tools/Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2M5,NA,5,S05ETS1.2,"M - Here is a loose button. (Point to answer choices.) Which will help you sew the button: shoelaces, yard stick, or needle and thread?",Here is a loose button. Which will help you sew the button?,shoelaces,yard stick,needle and thread,c,Button.ai,Rope2.ai,Ruler11.ai,Needle_Thread.ai,Misc./Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2M6,NA,5,S05ETS1.2,"M - Here is an unhealthy plant. (Point to answer choices.) Which helps you save the plant: A, B, or C?",Here is an unhealthy plant. Which helps you save the plant?,A,B,C,a,Flower6.ai,Watering_Can1.ai,Basketball1.ai,Wrench2.ai,Plants_Outdoors/Household Objects/Sports/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05ETS1.2MSAMPLE,ETS - OI,5,S05ETS1.2,"H - Kate is going camping. (Point to girl in prompt.) Which tool should she bring to see at night: hammer, watch, or flashlight?",Which tool should she bring to see at night?,hammer,watch,flashlight,c,Girl_Backpack2.ai,Hammer1.ai,Watch3.ai,Flashlight2.ai,People/Tools/Time/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1H14,NA,5,S05LFS1.1,"H - Here are three pictures. (Point to student materials.) Which flower gets the most sunlight to grow: in a box, under a table, or in the window?",Which flower gets the most sunlight to grow?,box,table,window,c,Flower14.ai,Flower11.ai,Flower12.ai,Flower13.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.01,NA,NA,NA
S05LFS1.1H15,NA,5,S05LFS1.1,"H - Here are three flowers. (Point to student materials.) What will happen if the flower is watered each week: A, B, or C?",What will happen if the flower is watered each week?,A,B,C,a,Flower17.ai,Flower15.ai,Flower6.ai,Flower16.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1H16,LFS - OI,5,S05LFS1.1,"H - Here are some forests. (Point to student materials.)  Which forest gets healthy amounts of sunlight, air and water: A, B, or C?","Which forest gets healthy ammounts of sunlight, air and water?",A,B,C,b,NA,Forest4.ai,Tree9.ai,Tree10.ai,Plants_Outdoors,NA,graphic + letter,graphic + letter,graphic + letter,Science_G5_S05LFS1.1H16_intro.mp3,Science_G5_S05LFS1.1H16_stem.mp3,Science_G5_S05LFS1.1H16_a.mp3,Science_G5_S05LFS1.1H16_b.mp3,Science_G5_S05LFS1.1H16_c.mp3,FT,OI,OI,OI,NA,-0.21,-0.21,-0.21,-0.21
S05LFS1.1H23,NA,5,S05LFS1.1,"H - Here are three plants. (Point to answer choices.) Which plant got the water, air and sunlight that it needed to grow: A, B, or C?","Which plant got the water, air and sunlight that it needed to grow?",A,B,C,b,NA,Flower34.ai,Flower37.ai,Flower16.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.24,NA,NA,NA
S05LFS1.1H24,NA,5,S05LFS1.1,"H - Here are three plants. (Point to answer choices.) Which plant got the least amount of water, air and sunlight: A, B or C?","Which plant got the least amount of water, air and sunlight?",A,B,C,c,NA,Flower34.ai,Flower37.ai,Flower16.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1H30,NA,5,S05LFS1.1,"H - Here are two flowers. (Point to prompt.) Which flower will grow better: light, dark, or same?",Which flower will grow better?,light,dark,same,a,Flower18.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.02,NA,NA,NA
S05LFS1.1H31,NA,5,S05LFS1.1,"H - Here are three flowers. (Point to answer choices.) Which flower got the water and sunlight it needed: A, B, or C?",Which flower got the water and sunlight it needed?,A,B,C,a,Flower28.ai,Flower24.ai,Flower25.ai,Flower26.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.63,NA,NA,NA
S05LFS1.1H32,LFS - OI,5,S05LFS1.1,"H - Here are two healthy plants. (Point to prompt.) How will the plant covered by a box grow compared to the other: better, worse, or the same?",Here is a healthy plant. How will the plant grow if covered by a box?,better,worse,same,b,Flower22.ai,Flower19.ai,Flower20.ai,Flower21.ai,Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS1.1H32_intro.mp3,Science_G5_S05LFS1.1H32_stem.mp3,Science_G5_S05LFS1.1H32_a.mp3,Science_G5_S05LFS1.1H32_b.mp3,Science_G5_S05LFS1.1H32_c.mp3,FT,OI,OI,OI,NA,1.87,1.87,1.87,1.87
S05LFS1.1H7,NA,5,S05LFS1.1,"H - Here are two plants.  (Point to plants.) What will happen if only one plant is watered: both will wilt, both will grow, or one will grow?",What will happen if only one plant is watered?,both wilt,both grow,one grows,c,Flower10.ai,Flower7.ai,Flower8.ai,Flower9.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1H8,LFS - OI,5,S05LFS1.1,"H -  Here are two trees. (Point to trees.) What will happen if only one tree gets sunlight: both will die, both will grow, or one will grow?",What will happen if only one tree gets sunlight?,both die,both grow,one grows,c,Sun53.ai,Sun50.ai,Sun51.ai,Sun52.ai,Weather,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS1.1H8_intro.mp4,Science_G5_S05LFS1.1H8_stem.mp4,Science_G5_S05LFS1.1H8_a.mp4,Science_G5_S05LFS1.1H8_b.mp4,Science_G5_S05LFS1.1H8_c.mp4,FT,OI,NA,OI,NA,0.39,0.39,NA,1.0743
S05LFS1.1L1,NA,5,S05LFS1.1,"L - Here is a tree. (Point to tree in prompt.)  Which does the tree need to grow: sunlight, rake, or ball?",Which does the tree need to grow?,sunlight,rake,ball,a,Tree3.ai,Sun1.ai,Rake1.ai,Ball_Stars1.ai,Plants_Outdoors/Weather/Tools/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.3,NA,NA,NA
S05LFS1.1L10,NA,5,S05LFS1.1,"L - Here is a cactus. (Point to cactus.) Which will help the cactus grow: Sun, glasses, or baseball?",Which will help the cactus grow?,Sun,glasses,baseball,a,Cactus1.ai,Sun1.ai,Glasses4.ai,Baseball1.ai,Plants_Outdoors/Weather/Clothing/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.15,NA,NA,NA
S05LFS1.1L17,NA,5,S05LFS1.1,"L - Here is a tree. (Point to tree in prompt.)  Which will help the tree grow: spoon, ruler, or Sun?",Which will help the tree grow?,spoon,ruler,Sun,c,Tree1.ai,Spoon1.ai,Ruler1.ai,Sun1.ai,Plants_Outdoors/Household Objects/Measurement/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.33,NA,NA,NA
S05LFS1.1L18,NA,5,S05LFS1.1,"L - Here is a plant. (Point to plant in prompt.) Which will help the plant grow: water, ruler, or fork?",Which will help the plant grow?,water,ruler,fork,a,Plant.ai,Watering_Can1.ai,Ruler1.ai,Fork3.ai,Plants_Outdoors/Household Objects/Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.13,NA,NA,NA
S05LFS1.1L19,LFS - OI,5,S05LFS1.1,"L - Here is a tree. (Point to tree in prompt.)  Which is needed for the tree to grow: dog, Sun, or shovel?",Which will help the tree to grow?,dog,Sun,shovel,b,Tree1.ai,Dog5.ai,Sun1.ai,Shovel2.ai,Plants_Outdoors/Animals/Weather/Tools,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS1.1L19_intro.mp3,Science_G5_S05LFS1.1L19_stem.mp3,Science_G5_S05LFS1.1L19_a.mp3,Science_G5_S05LFS1.1L19_b.mp3,Science_G5_S05LFS1.1L19_c.mp3,FT,OI,OI,OI,NA,0.23,0.23,0.23,0.23
S05LFS1.1L2,NA,5,S05LFS1.1,"L - Here is a tomato plant. (Point to plant in prompt.) Which will make the plant to grow: water, car, or string?",Which will make the plant to grow?,water,car,string,a,Tomato_Plant1.ai,Watering_Can1.ai,Car1.ai,Yarn1.ai,Plants_Outdoors/Household Objects/Transportation/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.9,NA,NA,NA
S05LFS1.1L25,NA,5,S05LFS1.1,"L - Here is a tree. (Point to tree in prompt.) Which helps the tree grow: air, night, or computer?",Which helps the tree grow?,air,night,computer,a,Tree30.ai,Wind3.ai,Moon_Stars5.ai,Computer1.ai,Plants_Outdoors/Weather/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.93,NA
S05LFS1.1L26,NA,5,S05LFS1.1,"L - Here is a seed. (Point to the seed in the prompt.) Which helps the seed grow: pencil, remote, or water?",Which helps the seed grow?,pencil,remote,water,c,Seeds_Hand.ai,Pencil1.ai,Remote1.ai,Watering_Can1.ai,Plants_Outdoors/Classroom/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.86,NA,NA,NA
S05LFS1.1L3,NA,5,S05LFS1.1,"L - This is a tree. (Point to tree in prompt.) Which is needed for the tree to grow: crayons, bucket, or air?",Which is needed for the tree to grow?,crayons,bucket,air,c,Tree3.ai,Crayon1.ai,Bucket1.ai,Wind3.ai,Plants_Outdoors/Classroom/Household Objects/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.16,NA,NA,NA
S05LFS1.1L9,NA,5,S05LFS1.1,"L - Here is a plant. (Point to plant.) Which helps the plant grow: scissors, feather, or water?",Which helps the plant grow?,scissors,feather,water,c,Tomato_Plant1.ai,Scissors.ai,Feather.ai,Watering_Can1.ai,Plants_Outdoors/Household Objects/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1LSAMPLE,NA,5,S05LFS1.1,"L - Here is a flower. (Point to flower in prompt.)  Which does the flower need to grow: water, ruler, or shovel?",Which does the flower need to grow?,water,ruler,shovel,a,Flower77.ai,Watering_Can1.ai,Ruler1.ai,Shovel1.ai,Plants_Outdoors/Household Objects/Measurement/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1M11,NA,5,S05LFS1.1,"M - Here are two apple trees. (Point to student materials.) Will an apple tree with sunlight grow: worse, the same, or better?","Will an apple tree with sunlight grow worse, the same, or better?",worse,same,better,c,Sun54.ai,NA,NA,NA,Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.33,NA,NA,NA
S05LFS1.1M12,NA,5,S05LFS1.1,"M - Here are two flowers. (Point to the student materials.) If flower A is watered, will it grow: better, worse, or the same, as flower B?","If flower A is watered, will it grow better, worse, or the same as flower B?",better,worse,same,a,Flower32.ai,Flower29.ai,Flower30.ai,Flower31.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1M13,LFS - FT,5,S05LFS1.1,"M - Here are two plants. (Point to student materials.) One of these plants is inside a bag. Will the plant given air grow: better, worse, or the same?","One of these plants is inside a bag. Will the plant given air grow better, worse, or the same?",better,worse,same,b,Flower33.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.85,1.85,NA
S05LFS1.1M20,NA,5,S05LFS1.1,"M - Here are some plants. (Point to answer choices.) Which plant did not get enough sunlight and water: A, B, or C?",Which plant did not get enough sunlight and water?,A,B,C,a,NA,Flower34.ai,Flower35.ai,Flower36.ai,Plants_Outdoors,NA,graphic + letter,graphic + letter,graphic + letter,Science_G5_S05LFS1.1M20_intro.mp3,Science_G5_S05LFS1.1M20_stem.mp3,Science_G5_S05LFS1.1M20_a.mp3,Science_G5_S05LFS1.1M20_b.mp3,Science_G5_S05LFS1.1M20_c.mp3,FT,OI,OI,OI,NA,-0.29,-0.29,-0.29,-0.29
S05LFS1.1M21,NA,5,S05LFS1.1,"M - Here are some plants. (Point to answer choices.) Which plant needs more water: A, B, or C?",Which plant needs more water?,A,B,C,c,NA,Flower37.ai,Flower36.ai,Flower34.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.19,NA,NA,NA
S05LFS1.1M22,NA,5,S05LFS1.1,"M - Here is a dying plant. (Point to prompt.) If you give the plant water, how will it grow: better, worse, or the same?","If you give the plant water, how will it grow?",better,worse,same,a,NA,Flower37.ai,Flower16.ai,Flower34.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.19,NA,NA,NA
S05LFS1.1M27,NA,5,S05LFS1.1,"M - This tomato plant is in the shade. (Point to tomato plant.) How will the tomato plant grow when it gets sunlight: better, worse, or the same?",This tomato plant is in the shade. How will the tomato plant grow when it gets sunlight?,better,worse,same,a,Tomato_Sun_Fence.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS1.1M28,NA,5,S05LFS1.1,"M - Here is a garden. (Point to prompt.) Which does the garden need to keep growing: Sun, axe, or backpack?",Which does the garden need to keep growing?,Sun,axe,backpack,a,Tomato_Sun_Fence2.ai,Sun1.ai,Axe.ai,Backpack.ai,Plants_Outdoors/Weather/Tools/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.04,NA,NA,NA
S05LFS1.1M29,LFS - FT,5,S05LFS1.1,"M - This is a grass yard. (Point to prompt.) Which technology would help the grass grow: shovel, TV remote, or water sprinkler",Which technology would help the grass grow?,shovel,TV remote,water sprinkler,c,Sun57.ai,Shovel1.ai,Remote1.ai,Sprinkler1.ai,Weather/Tools/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.37,NA,NA
S05LFS1.1M4,NA,5,S05LFS1.1,"M - Here is a flower. (Point to flower in prompt.) What will help this flower grow better: fire, water, or grass?",What will help this flower grow better?,fire,water,grass,b,Flower34.ai,Fire1.ai,Watering_Can1.ai,Grass1.ai,Plants_Outdoors/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.72,NA,NA,NA
S05LFS1.1M5,NA,5,S05LFS1.1,"M - Here is a plant in a dark room. (Point to box.) What would help the plant grow better: a spider, a ruler, or sunlight?",What would help the plant grow better?,spider,ruler,sunlight,c,Flower23.ai,Spider3.ai,Ruler1.ai,Sun1.ai,Plants_Outdoors/Animals/Measurement/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.24,NA,NA,NA
