item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M08GEO3.9_H10,8,M08GEO3.9,"(H) Here is a box that is 5 feet long, 3 feet wide, and 6 feet high. (Point to student materials.) How many cubic feet is this box: 90, 100, or 110?",How many cubic feet is this box?,90,100,110,a,NA,Square_Cubes104.ai,NA,NA,NA,Shapes,prompt + graphic,number only,number only,number only,Math_G8_M08GEO3.9_H10_intro.mp3,Math_G8_M08GEO3.9_H10_stem.mp3,Math_G8_M08GEO3.9_H10_a.mp3,Math_G8_M08GEO3.9_H10_b.mp3,Math_G8_M08GEO3.9_H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.6536
M08GEO3.9_H11,8,M08GEO3.9,"(H) Here is a box that is 6 feet long, 2 feet wide, and 6 feet high. (Point to student materials.) How many cubic feet is this box: 63, 70, or 72?",How many cubic feet is this box?,63,70,72,c,NA,Square_Cubes105.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.39,NA,NA
M08GEO3.9_H12,8,M08GEO3.9,"(H) Here is a box that is 9 feet long, 2 feet wide, and 3 feet high. (Point to student materials.) How many cubic feet is this box: 25, 52, or 64?",How many cubic feet is this box?,25,52,54,c,NA,Square_Cubes106.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.24,NA
M08GEO3.9_L01,8,M08GEO3.9,"(L) Here is a box that is 2 feet long, 2 feet wide, and 2 feet high. (Point to student materials.) How many cubic feet is this box: 5, 8, or 25?",How many cubic feet is this box?,5,8,25,b,NA,Square_Cubes107.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.17,NA,NA
M08GEO3.9_L02,8,M08GEO3.9,"(L) Here is a box that is 2 feet long, 2 feet wide, and 3 feet high. (Point to student materials.) How many cubic feet is this box: 12 20, or 25?",How many cubic feet is this box?,12,20,25,a,NA,Square_Cubes108.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_L03,8,M08GEO3.9,"(L) Here is a box that is 1 feet long, 2 feet wide, and 3 feet high. (Point to student materials.) How many cubic feet is this box: 3, 6, or 8?",How many cubic feet is this box?,3,6,8,b,NA,Square_Cubes109.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_L04,8,M08GEO3.9,"(L) Here is a box that is 2 feet long, 3 feet wide, and 3 feet high. (Point to student materials.) How many cubic feet is this box: 7, 18, or 20?",How many cubic feet is this box?,7,18,20,b,NA,Square_Cubes110.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_M05,8,M08GEO3.9,"(M) Here is a box that is 2 feet long, 4 feet wide, and 5 feet high. (Point to student materials.) How many cubic feet is this box: 18, 20, or 40?",How many cubic feet is this box?,18,20,40,c,NA,Square_Cubes111.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.99,NA
M08GEO3.9_M06,8,M08GEO3.9,"(M) Here is a box that is 2 feet long, 3 feet wide, and 4 feet high. (Point to student materials.) How many cubic feet is this box: 20, 22, or 24?",How many cubic feet is this box?,20,22,24,c,NA,Square_Cubes112.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_M07,8,M08GEO3.9,"(M) Here is a box that is 2 feet long, 6 feet wide, and 4 feet high. (Point to student materials.) How many cubic feet is this box: 34, 48, or 52?",How many cubic feet is this box?,34,48,52,b,NA,Square_Cubes113.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_M08,8,M08GEO3.9,"(M) Here is a box that is 3 feet long, 4 feet wide, and 4 feet high. (Point to student materials.) How many cubic feet is this box: 48, 52, or 53?",How many cubic feet is this box?,48,52,53,a,NA,Square_Cubes114.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08GEO3.9_SAMPLE,8,M08GEO3.9,"(M) Here is a box that is 5 feet long, 2 feet wide, and 3 feet high. (Point to student materials.) How many cubic feet is this box: 20, 30, or 40?",How many cubic feet is this box?,20,30,40,b,NA,Square_Cubes115.ai,NA,NA,NA,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.1_H09,8,M08STP1.1,"(H) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,a,NA,Scatter_Plot1.ai,Graph_Vector93.ai,Graph_Vector94.ai,Graph_Vector95.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.95,NA,NA,NA
M08STP1.1_H10,8,M08STP1.1,"(H) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,c,NA,Scatter_Plot2.ai,Graph_Vector96.ai,Graph_Vector97.ai,Graph_Vector98.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.1_H11,8,M08STP1.1,"(H) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,b,NA,Scatter_Plot3.ai,Graph_Vector99.ai,Graph_Vector100.ai,Graph_Vector101.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.57,NA,NA,NA
M08STP1.1_H12,8,M08STP1.1,"(H) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,a,NA,Scatter_Plot4.ai,Graph_Vector102.ai,Graph_Vector103.ai,Graph_Vector104.ai,Graphs_Number Lines_Tables,prompt + graphic,graphic + letter,graphic + letter,graphic + letter,Math_G8_M08STP1.1_H12_intro.mp3,Math_G8_M08STP1.1_H12_stem.mp3,Math_G8_M08STP1.1_H12_a.mp3,Math_G8_M08STP1.1_H12_b.mp3,Math_G8_M08STP1.1_H12_c.mp3,FT,OI,OI,OI,NA,1.62,1.62,1.62,1.62
M08STP1.1_L01,8,M08STP1.1,"(L) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,b,NA,Scatter_Plot5.ai,Graph_Vector105.ai,Graph_Vector106.ai,Graph_Vector107.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.92,NA,NA,NA
M08STP1.1_L02,8,M08STP1.1,"(L) Here is a scatter plot with three lines (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit, A, B, or C?",Which line is the line of best fit?,A,B,C,c,NA,Scatter_Plot6.ai,Graph_Vector108.ai,Graph_Vector109.ai,Graph_Vector110.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.62,NA,NA,NA
M08STP1.1_L03,8,M08STP1.1,"(L) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,a,NA,Scatter_Plot7.ai,Graph_Vector111.ai,Graph_Vector112.ai,Graph_Vector113.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.48,1.48,NA,NA
M08STP1.1_L04,8,M08STP1.1,"(L) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,c,NA,Scatter_Plot8.ai,Graph_Vector114.ai,Graph_Vector115.ai,Graph_Vector116.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.28,NA,NA,NA
M08STP1.1_M05,8,M08STP1.1,"(M) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,c,NA,Scatter_Plot9.ai,Graph_Vector117.ai,Graph_Vector118.ai,Graph_Vector119.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.05,NA,NA,NA
M08STP1.1_M06,8,M08STP1.1,"(M) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,a,NA,Scatter_Plot10.ai,Graph_Vector120.ai,Graph_Vector121.ai,Graph_Vector122.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.43,NA,NA,NA
M08STP1.1_M07,8,M08STP1.1,"(M) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,b,NA,Scatter_Plot11.ai,Graph_Vector123.ai,Graph_Vector124.ai,Graph_Vector125.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.33,NA,NA,NA
M08STP1.1_M08,8,M08STP1.1,"(M) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,a,NA,Scatter_Plot12.ai,Graph_Vector126.ai,Graph_Vector127.ai,Graph_Vector128.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.47,NA,NA,NA
M08STP1.1_SAMPLE,8,M08STP1.1,"(L) Here is a scatter plot with three lines. (Point to student materials.) The line of best fit is the line that goes through the middle of the data. Which line is the line of best fit: A, B, or C?",Which line is the line of best fit?,A,B,C,c,NA,Scatter_Plot13.ai,Graph_Vector129.ai,Graph_Vector130.ai,Graph_Vector131.ai,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.3_H09,8,M08STP1.3,"(H) Here are three motorcycles moving at different speeds.(Point to student materials.) Motorcycle A is going 48 miles per hour, Motorcycle B is going 49 miles per hour, and Motorcycle C is going 50 miles per hour. Which motorcycle is going the slowest: A, B, or C?",Which motorcycle is going the slowest?,A,B,C,a,NA,Motorcycle1.ai,NA,NA,NA,Transportation,prompt + graphic,letter only,letter only,letter only,Math_G8_M08STP1.3_H09_intro.mp3,Math_G8_M08STP1.3_H09_stem.mp3,Math_G8_M08STP1.3_H09_a.mp3,Math_G8_M08STP1.3_H09_b.mp3,Math_G8_M08STP1.3_H09_c.mp3,FT,OI,OI,OI,NA,-0.15,-0.15,-0.15,-0.15
M08STP1.3_H10,8,M08STP1.3,"(H) Here are three cars moving at various speeds.(Point to student materials.) Car A is going 75 miles per hour, Car B is going 75 miles per hour, and Car C is going 76 miles per hour. Which cars are going the same speed: A & B, B & C, or A & C?",Which cars are going the same speed?,A & B,B & C,A & C,a,NA,Car8.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.3_H11,8,M08STP1.3,"(H) Here are three trains moving at different speeds.(Point to student materials.) Train A is going 63 miles per hour, Train B is going 64 miles per hour, and Train C is going 60 miles per hour. Which train is going the slowest: A, B, or C?",Which train is going the slowest?,A,B,C,c,NA,Train4.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.62,NA
M08STP1.3_H12,8,M08STP1.3,"(H) Here are three trucks moving at different speeds. (Point to student materials.) Truck A is going 90 miles per hour, Truck B is going 85 miles per hour, and Motorcycle C is going 84 miles per hour. Which truck is going the fastest: A, B, or C?",Which truck is going the fastest?,A,B,C,a,NA,Truck4.ai,NA,NA,NA,Transportation,prompt + graphic,letter only,letter only,letter only,Math_G8_M08STP1.3_H12_intro.mp3,Math_G8_M08STP1.3_H12_stem.mp3,Math_G8_M08STP1.3_H12_a.mp3,Math_G8_M08STP1.3_H12_b.mp3,Math_G8_M08STP1.3_H12_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,0.2795
M08STP1.3_L01,8,M08STP1.3,"(L) Here are three cars moving at different speeds. (Point to student materials.) Car A is going 5 miles per hour, Car B is going 10 miles per hour, and Car C is going 15 miles per hour. Which car is going the fastest: A, B, or C?",Which car is going the fastest?,A,B,C,c,NA,Car9.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.58,NA,NA,NA
M08STP1.3_L02,8,M08STP1.3,"(L) Here are three trains moving at different speeds.(Point to student materials.) Train A is going 5 miles per hour, Train B is traveling 15 miles per hour, and Train C is traveling 20 miles per hour. Which train is going the fastest: A, B, or C?",Which train is going the fastest?,A,B,C,c,NA,Train5.ai,NA,NA,NA,Transportation,prompt + graphic,letter only,letter only,letter only,Math_G8_M08STP1.3_L02_intro.mp3,Math_G8_M08STP1.3_L02_stem.mp3,Math_G8_M08STP1.3_L02_a.mp3,Math_G8_M08STP1.3_L02_b.mp3,Math_G8_M08STP1.3_L02_c.mp3,FT,OI,OI,OI,NA,-0.41,-0.41,-0.41,-0.41
M08STP1.3_L03,8,M08STP1.3,"(L) Here are three runners moving at different speeds. (Point to student materials.) Person A is going 1 mile per hour, Person B is going 2 miles per hour, and Person C is going 4 miles per hour. Which person is going the fastest: A, B, or C?",Which person is going the fastest?,A,B,C,c,NA,Running_MPH.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.3_L04,8,M08STP1.3,"(L) Here are three horses moving at different speeds. (Point to student materials.) Horse A is going 5 miles per hour, Horse B is going 7 miles per hour, and Horse C is going 8 miles per hour. Which horse is going the fastest: A, B, or C?",Which horse is going the fastest?,A,B,C,c,NA,Horse_mph_ABC.ai,NA,NA,NA,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.3_M05,8,M08STP1.3,"(M) Here are three workers. They each have different positions and earn different pay per hour.(Point to student materials.) Person A is earning 10 $ per hour, Person B is earning 20$ per hour, while Person C is earning 30$ per hour. Which person is earning the most per hour: A, B, or C?",Which person is earning the most per hour?,A,B,C,c,NA,Workers_Hourly_Wage.ai,NA,NA,NA,People,prompt + graphic,letter only,letter only,letter only,Math_G8_M08STP1.3_M05_intro.mp3,Math_G8_M08STP1.3_M05_stem.mp3,Math_G8_M08STP1.3_M05_a.mp3,Math_G8_M08STP1.3_M05_b.mp3,Math_G8_M08STP1.3_M05_c.mp3,FT,OI,OI,OI,NA,-0.57,-0.57,-0.57,-0.57
M08STP1.3_M06,8,M08STP1.3,"(M) Here are three cars moving at different speeds.(Point to student materials.) Car A is going 50 miles per hour, Car B is going 20 miles per hour, and Car C is going 30 miles per hour. Which car is going the fastest: A, B, or C?",Which car is going the fastest?,A,B,C,a,NA,Car10.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.3_M07,8,M08STP1.3,"(M) Here are three boats moving at different speeds. (Point to student materials.) Boat A is going 20 miles per hour, Boat B is going 21 miles per hour, and Boat C is going 39 miles per hour. Which boat is going the fastest: A, B, or C?",Which boat is going the fastest?,A,B,C,c,NA,Boat4.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.3_M08,8,M08STP1.3,"(M) Here are three motorcycles moving at different speeds. (Point to student materials.) Motorcycle A is going 50 miles per hour, Motorcycle B is going 49 miles per hour, and Motorcycle C is going 48 miles per hour. Which motorcycle is going the fastest: A, B, or C?",Which motorcycle is going the fastest?,A,B,C,a,NA,Motorcycle2.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M08STP1.3_SAMPLE,8,M08STP1.3,"(M) Here are three cars moving at different speeds. (Point to student materials.) Car A is going 25 miles per hour, Car B is going 50 miles per hour, and Car C is going 30 miles per hour. Which car is going the fastest: A, B, or C?",Which car is going the fastest?,A,B,C,b,NA,Car10.ai,NA,NA,NA,Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M08STP1.4_H09,8,M08STP1.4,"(H) Here is a line graph of the relationship between outside temperature and cost of monthly heating bills. (Point to student materials.) Does the line show that higher temperature leads to higher heating bills, lower heating bills. or the same heating bills?","Does the line show that higher temperature leads to higher heating bills, lower heating bills. or the same heating bills?",higher,lower,same,b,NA,Graph_Vector_Temp_HeatingBill.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.34,NA
M08STP1.4_H10,8,M08STP1.4,"(H) Here is a line graph of the relationship between family size and time spent together. (Point to student materials.) Does the line show that a larger family leads to greater time spent together, less time spent together, or the same time spent together?","Does the line show that a larger family leads to greater time spent together, less time spent together, or the same time spent together?",greater,less,same,c,NA,Graph_Vector_Time_Family.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,word only,word only,word only,Math_G8_M08STP1.4_H10_intro.mp3,Math_G8_M08STP1.4_H10_stem.mp3,Math_G8_M08STP1.4_H10_a.mp3,Math_G8_M08STP1.4_H10_b.mp3,Math_G8_M08STP1.4_H10_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.351
M08STP1.4_H11,8,M08STP1.4,"(H) Here is a line graph of the relationship between temperature and hot chocolate sales. (Point to student materials.) Does the line show that higher temperature leads to an increase in hot chocolate sales, a decrease in hot chocolate sales, or the same?","Does the line show that higher temperature leads to an increase in hot chocolate sales, a decrease in hot chocolate sales, or the same?",increase,decrease,same,b,NA,Graph_Vector_Temp_Chocolate.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,word only,word only,word only,Math_G8_M08STP1.4_H11_intro.mp3,Math_G8_M08STP1.4_H11_stem.mp3,Math_G8_M08STP1.4_H11_a.mp3,Math_G8_M08STP1.4_H11_b.mp3,Math_G8_M08STP1.4_H11_c.mp3,NA,FT,OI,OI,NA,NA,2.03,2.03,2.03
M08STP1.4_H12,8,M08STP1.4,"(H) Here is a line graph of the relationship between the number of hospital visits per year and life expectancy (Point to student materials.) Does the line show that more hospital visits lead to longer, shorter, or the same life expectancy?","Does the line show that more hospital visits lead to longer, shorter, or the same life expectancy?",longer,shorter,same,b,NA,Graph_Vector_Hospital_Life.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.52,NA
M08STP1.4_L01,8,M08STP1.4,"(L) Here is a line graph of the relationship between height and age. (Point to student materials.) Does the line show that older people are taller, shorter, or the same height as younger people?","Does the line show that older people are taller, shorter, or the same height as younger people?",taller,shorter,same,a,NA,Graph_Vector_Height_Age.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.9,NA,NA
M08STP1.4_L02,8,M08STP1.4,"(L) Here is a line graph of the relationship between ice cream sales in dollars and temperature. (Point to student materials.) Does the line show that hotter days lead to more ice cream sales, fewer ice cream sales, or the same ice cream sales?","Does the line show that hotter days lead to more ice cream sales, fewer ice cream sales, or the same ice cream sales?",more,fewer,same,a,NA,Graph_Vector_Temp_IceCream.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.4_L03,8,M08STP1.4,"(L) Here is a line graph of the relationship between yearly rain fall in inches and number of hourse spent watching television. (Point to student materials.) Does the line show that more rain leads to an increase in television watching, a decrease in television watching, or the same amount of television watching?","Does the line show that more rain leads to an increase in television watching, a decrease in television watching, or the same amount of television watching?",increase,decrease,same,a,NA,Graph_Vector_Rain_TV.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.4_L04,8,M08STP1.4,"(L) Here is a line graph of the relationship between  number of hours spent studying and test grades. (Point to student materials.) Does the line show that more studying leads to an increase in test grades, a decrease in test grades, or the same test grades?","Does the line show that more studying leads to an incease in test grades, a decrease in test grades, or the same test grades?",increase,decrease,same,a,NA,Graph_Vector_Grade_Studying.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M08STP1.4_M05,8,M08STP1.4,"(M) Here is a line graph of the relationship between family size and the number of familty reunions. (Point to student materials.) Does the line show that a larger family results in a increase in family reunions, a decrease in family reunions, or the same number of family reunions?","Does the line show that a larger family results in a increase in family reunions, a decrease in family reunions, or the same number of family reunions?",increase,decrease,same,a,NA,Graph_Vector_FamilySize_Reunion.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
M08STP1.4_M06,8,M08STP1.4,"(M) Here is a line graph of the relationship between monthly rainfull and plant growth. (Point to student materials.) Does the line show that more rainfall results in increased plant growth, decreased plant growth, or the same amount of plant growth?","Does the line show that more rainfall results in increased plant growth, decreased plant growth, or the same amount of plant growth?",increase,decrease,same,a,NA,Graph_Vector_Rain_Plants.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.48,NA
M08STP1.4_M07,8,M08STP1.4,"(M) Here is a line graph of the relationship between hours spent reading and number of pages read. (Point to student materials.) Does the line show that more time spent reading results in more pages read, fewer pages read, or the same number of pages read?","Does the line show that more time spent reading results in more pages read, fewer pages read, or the same number of pages read?",more,fewer,same,a,NA,Graph_Vector_Reading.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,word only,word only,word only,Math_G8_M08STP1.4_M07_intro.mp3,Math_G8_M08STP1.4_M07_stem.mp3,Math_G8_M08STP1.4_M07_a.mp3,Math_G8_M08STP1.4_M07_b.mp3,Math_G8_M08STP1.4_M07_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.3736
M08STP1.4_M08,8,M08STP1.4,"(M) Here is a line graph of the relationship between monthly snowfall and number of days off from school. (Point to student materials.) Does the line show that more snowfall results in more days off from schools, fewer days off from school, or the same number of days off from school?","Does the line show that more snowfall results in more days off from schools, fewer days off from school, or the same number of days off from school?",more,fewer,same,a,NA,Graph_Vector_SnowFall_Days.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.62,NA,NA
M08STP1.4_SAMPLE,8,M08STP1.4,"(H) Here is a line graph of the relationship between hours of exercise and number of illnesses. (Point to student materials.) Does the line show that getting more exercise increases illness, decreases illness, or leaves illness the same?","Does the line show that getting more exercise increases illness, decreases illness, or leaves illness the same?",increases,decreases,same,b,NA,Graph_Vector_Illness_Exercise.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt + graphic,word only,word only,word only,Math_G8_M08STP1.4_SAMPLE_intro.mp3,Math_G8_M08STP1.4_SAMPLE_stem.mp3,Math_G8_M08STP1.4_SAMPLE_a.mp3,Math_G8_M08STP1.4_SAMPLE_b.mp3,Math_G8_M08STP1.4_SAMPLE_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.25
M08TNS1.1_H09,8,M08TNS1.1,"(H) Here is a math problem. (Point to student materials.) Here is 1/10 of a cake and this is 2/10 of a cake left. How much cake is this all together: 1/2, 3/10, or 2?","How much cake is this all together: 1/2, 3/10, or 2?",1/2,3/10,2,b,NA,Pie9.ai,NA,NA,NA,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.51,NA,NA,NA
M08TNS1.1_H10,8,M08TNS1.1,"(H) Here is a math problem. (Point to student materials.) Cara had .50 of a cookie and Sally ate .40 of the cookie. How much cookie is left: .10, .20, or .30?",How much cookie is left?,.10,.20,.30,a,NA,Girls_Pizza.ai,NA,NA,NA,People,prompt + graphic,number only,number only,number only,Math_G8_M08TNS1.1_H10_intro.mp3,Math_G8_M08TNS1.1_H10_stem.mp3,Math_G8_M08TNS1.1_H10_a.mp3,Math_G8_M08TNS1.1_H10_b.mp3,Math_G8_M08TNS1.1_H10_c.mp3,FT,OI,OI,OI,NA,-0.16,-0.16,-0.16,-0.16
M08TNS1.1_H11,8,M08TNS1.1,"(H) Here is a math problem with mixed numbers. (Point to student materials.) Blake has 3 1/2 apples. Doug has 1 1/2 apples. What is the total number of apples: 4, 5, or 6?",What is the total number of apples?,4,5,6,b,NA,Boys_Apples.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.8,NA,NA,NA
M08TNS1.1_H12,8,M08TNS1.1,"(H) Here is a math problem with mixed numbers. (Point to student materials.) Jessie has 4 1/4 cookies and Jane has 4 1/4 cookies. What is the total number of cookies: 6, 7 1/2, or 8 1/2?",What is the total number of cookies?,6,7.5,8.5,c,NA,Girls_Cookies.ai,NA,NA,NA,People,prompt + graphic,number only,number only,number only,Math_G8_M08TNS1.1_H12_intro.mp3,Math_G8_M08TNS1.1_H12_stem.mp3,Math_G8_M08TNS1.1_H12_a.mp3,Math_G8_M08TNS1.1_H12_b.mp3,Math_G8_M08TNS1.1_H12_c.mp3,FT,OI,OI,OI,NA,1.09,1.09,1.09,1.09
M08TNS1.1_L01,8,M08TNS1.1,"(L) Here is a math problem. (Point to student materials.)You eat 1/2 of a pizza. Your friend eats 1/2 of a pizza. How much pizza did you and your friend eat: 1, 2, or 3?",How much pizza did you and your friend eat?,1,2,3,a,NA,Boys_Pizza.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,1.51,1.51,NA,NA
